rho, V, psi_0, psi_1, psi_2, psi_3, psi_4, psi_5, psi_6, psi_7, psi_8, psi_9, psi_10, psi_11, psi_12, psi_13, psi_14, psi_15, psi_16, psi_17, psi_18, psi_19, psi_20, psi_21, psi_22, psi_23, psi_24, psi_25, psi_26, psi_27, psi_28, psi_29, psi_30, psi_31, psi_32, psi_33, psi_34, psi_35, psi_36, psi_37, psi_38, psi_39, psi_40, psi_41, psi_42, psi_43, psi_44, psi_45, psi_46, psi_47, psi_48, psi_49, psi_50, psi_51, psi_52, psi_53, psi_54, psi_55, psi_56, psi_57, psi_58, psi_59, psi_60, psi_61, psi_62, psi_63, psi_64, psi_65, psi_66, psi_67, psi_68, psi_69, psi_70, psi_71, psi_72, psi_73, psi_74, psi_75, psi_76, psi_77, psi_78, psi_79, psi_80, psi_81, psi_82, psi_83, psi_84, psi_85, psi_86, psi_87, psi_88, psi_89, psi_90, psi_91, psi_92, psi_93, psi_94, psi_95, psi_96, psi_97, psi_98, psi_99, E
6.7, 44.9346, 3.67757e-08, -5.27498e-08, 7.72974e-07, -7.7035e-06, 5.90774e-05, -0.000353643, -0.00168831, 0.00652839, -0.0205899, 0.0529234, -0.109723, 0.178806, 0.215681, -0.161182, -0.00747093, -0.143503, 0.142114, 0.0236153, -0.150885, -0.0590028, 0.118899, 0.097126, 0.0893369, 0.113907, -0.0648817, -0.129345, -0.025534, 0.139478, -0.0381293, -0.119352, -0.10713, -0.0515861, -0.141169, -0.0484507, 0.104587, 0.128467, 0.0020803, 0.129449, 0.106359, -0.037604, 0.138681, -0.086185, -0.0598265, 0.140842, 0.0721111, 0.0718047, 0.14067, -0.0652395, 0.0758291, 0.14029, 0.0655288, -0.0730231, 0.140085, 0.0725052, -0.0634421, 0.139108, 0.0853277, -0.0463278, -0.135148, -0.102425, -0.0205325, -0.124623, 0.120731, -0.0146511, -0.102594, 0.134511, 0.0578113, 0.0635187, -0.134048, -0.102276, 0.00419164, 0.105528, -0.131384, 0.0685945, -0.0364576, -0.115399, 0.12367, -0.0635347, -0.0254934, -0.0958675, -0.118971, -0.094976, -0.0458226, 0.00723945, 0.0431402, -0.106702, -0.133941, -0.080189, -0.0527355, -0.166126, 0.0994793, -0.144825, 0.165181, 0.261865, 0.136281, -0.0350831, -4.30853e-09, 0.00459355, 0.00026844, 4.5087e-06, 340.265,
6.8, 46.2833, 1.58348e-08, -2.08851e-08, 4.39782e-07, -4.43088e-06, 3.517e-05, -0.000218488, -0.00108565, 0.00438596, -0.0145236, 0.0394616, -0.0873566, 0.154564, 0.209356, -0.194346, -0.074092, -0.0945266, 0.166621, -0.055002, -0.118374, -0.12472, 0.050951, 0.140416, 0.00359427, 0.137899, 0.0329762, -0.127578, 0.079561, 0.0925249, -0.127155, -0.0183119, -0.138229, 0.076651, -0.0815661, -0.138509, -0.0292804, 0.113449, -0.125535, 0.00313332, 0.127548, 0.113303, 0.0213841, -0.132873, 0.106496, 0.028215, 0.133802, -0.105958, 0.0256624, -0.131684, -0.11094, 0.0147988, 0.125973, 0.119794, -0.00386957, 0.114881, 0.129953, -0.0297742, 0.0958382, 0.137637, 0.0614326, -0.0660836, 0.137514, 0.0952889, 0.0237763, -0.122716, 0.124255, -0.0298678, 0.0859847, -0.136405, 0.0869342, -0.0234228, -0.115532, -0.128065, 0.0569159, 0.048078, 0.120789, 0.121214, -0.0552941, -0.0357427, 0.104058, 0.12147, 0.0892482, 0.0305196, -0.0229236, 0.0527079, -0.0981835, 0.124614, 0.0956489, -0.000321949, 0.120638, 0.158002, -0.0196773, 0.186376, -0.0983445, -0.271222, -0.167496, 0.0485346, 2.68272e-08, -0.00702347, -0.000451049, -8.36097e-06, 345.388,
6.9, 47.652, 1.20485e-08, -1.25924e-08, 2.53586e-07, -2.49933e-06, 2.06765e-05, -0.000133172, -0.000687971, 0.00289941, -0.0100603, 0.0288137, -0.0678163, 0.129315, 0.193557, -0.211204, -0.131641, -0.030343, 0.157937, -0.120561, -0.0532463, -0.151333, -0.0349039, 0.12904, -0.083684, 0.0976771, 0.114182, -0.0561922, 0.137865, -0.0129293, -0.129955, 0.0960147, -0.062281, 0.141677, 0.0495017, -0.0999143, -0.134377, -0.0192604, -0.115926, -0.126784, -0.00522799, 0.120854, -0.124226, 0.00425977, 0.119107, -0.126841, -0.0138466, -0.111467, -0.13264, 0.0321476, -0.0968566, -0.1384, -0.0572337, 0.0735076, -0.139861, -0.0861942, 0.0399947, -0.131921, -0.11427, -0.00351887, 0.109234, 0.134208, -0.0536462, 0.0677137, -0.136288, 0.101845, 0.00742666, -0.11001, -0.132941, 0.0628097, 0.0490824, 0.126341, 0.12014, 0.0383656, 0.064813, -0.12697, -0.115392, -0.0419924, -0.0496847, 0.112706, -0.121371, -0.0796362, -0.0127462, 0.0490737, 0.08085, -0.0887122, 0.110687, -0.0919598, -0.021554, 0.0807236, -0.152184, -0.108808, -0.0643548, -0.196952, 0.0203793, 0.265598, 0.200133, -0.0658402, -3.87683e-08, 0.0105765, 0.000748431, 1.53335e-05, 350.391,
7, 49.0408, -1.03246e-08, 1.40054e-08, 1.56787e-07, -1.39164e-06, 1.20132e-05, -8.01044e-05, -0.000429753, 0.00188672, -0.00684711, 0.0206206, -0.0514115, 0.105022, 0.171686, -0.213274, -0.1749, 0.0383006, 0.119985, -0.15917, 0.0258132, -0.132597, -0.108976, 0.0692184, -0.136369, 0.0133287, 0.139316, 0.0450764, 0.117005, -0.110388, -0.0464351, 0.142013, 0.0610335, 0.0918357, 0.137885, 0.0300966, -0.109299, -0.132257, 0.0187949, -0.112697, -0.131765, -0.0228263, -0.107081, 0.135558, -0.0385421, -0.0929211, -0.140024, 0.0626855, -0.0690092, 0.140209, 0.091237, -0.0343947, -0.130536, -0.118475, 0.00998957, -0.105807, -0.136614, 0.0597872, -0.0629163, -0.136412, -0.105993, 0.00340185, -0.10932, -0.134789, 0.0635021, 0.051767, -0.12984, 0.118584, 0.028328, 0.0791081, -0.134224, -0.104624, -0.0120898, 0.0854902, -0.131823, 0.104322, 0.0226731, -0.067271, 0.121083, -0.117743, 0.0655561, -0.00751428, -0.0706136, -0.103646, -0.0994931, 0.0831864, -0.0736968, 0.0207135, -0.0609082, -0.132601, 0.135753, 0.0298209, 0.133659, 0.172062, 0.060175, -0.241614, -0.231688, 0.08746, 3.14112e-08, -0.0156737, -0.00122589, -2.78587e-05, 355.269,
7.1, 50.4497, -2.43013e-08, 2.3795e-08, 8.31359e-08, -7.59432e-07, 6.90355e-06, -4.75641e-05, -0.000264682, 0.00120893, -0.0045812, 0.0144748, -0.0381083, 0.0829835, 0.146848, -0.203418, -0.201638, 0.101854, 0.0614882, -0.164441, 0.0984825, -0.0759961, -0.147797, -0.0156147, -0.134602, -0.0768534, 0.0979978, 0.123008, 0.0306059, -0.14114, 0.0672742, 0.0889483, 0.13879, -0.0311696, 0.109317, 0.132995, 0.0201187, -0.111751, 0.133496, 0.0278076, -0.102933, -0.138264, 0.0488473, 0.0831138, -0.141639, 0.0781292, -0.0510446, 0.136685, 0.109116, 0.00700917, 0.116702, 0.133045, 0.0449862, -0.0773013, 0.139565, 0.0958419, -0.0191674, 0.119161, 0.13151, 0.0491054, -0.0674878, -0.135748, 0.109558, 0.0090157, 0.0965156, -0.137179, 0.0883853, 0.0160488, 0.108982, -0.133861, 0.078347, -0.0217774, -0.107467, -0.132031, 0.0856831, 0.00322375, 0.0875225, 0.12746, -0.10894, 0.0459791, 0.0306815, 0.0902829, 0.114986, 0.103913, 0.068393, -0.0375452, 0.00271416, 0.0595175, 0.118868, 0.135753, -0.0746117, 0.0577522, -0.170491, -0.113762, -0.132237, 0.197525, 0.258726, -0.113578, 7.31078e-09, 0.0228387, 0.00198096, 5.00584e-05, 360.012,
7.2, 51.8786, -1.15558e-10, 3.20322e-08, 4.13301e-08, -4.11707e-07, 3.9177e-06, -2.78749e-05, -0.000160759, 0.000762997, -0.00301454, 0.00997291, -0.0276484, 0.0639125, 0.121571, -0.185092, -0.212208, 0.153327, -0.00665803, -0.137621, 0.148179, 0.0012211, -0.140921, -0.0950288, -0.0810127, -0.134497, 0.0113359, 0.139015, -0.072499, -0.0886184, 0.138207, -0.0248916, 0.114931, -0.129788, -0.0104106, 0.117983, 0.130618, 0.0199616, 0.107912, 0.137516, 0.0458007, -0.0846082, 0.142165, -0.0808002, -0.0462868, 0.134995, 0.115639, -0.0057448, 0.107765, -0.138151, -0.064185, 0.057008, 0.1354, 0.114896, -0.0121361, 0.0984376, 0.139262, -0.0835157, 0.0287594, 0.120704, 0.131609, 0.0561474, 0.0548523, 0.129786, -0.122572, 0.0399045, 0.0658814, -0.131071, -0.118946, 0.0392059, 0.0609619, 0.126078, 0.1232, 0.0572793, 0.035227, -0.1081, -0.129003, -0.0928437, 0.0200771, 0.0564322, -0.107562, -0.119114, -0.0942298, -0.0482501, -0.0021213, -0.026738, 0.0695591, -0.113082, -0.12731, -0.0870836, -0.0121685, -0.127873, 0.163466, 0.0317483, 0.183746, -0.134176, -0.277023, 0.143915, -3.16939e-08, -0.0326904, -0.00315638, -8.88935e-05, 364.615,
7.3, 53.3275, 2.8381e-08, 1.49115e-08, 2.82266e-08, -2.31089e-07, 2.2027e-06, -1.61265e-05, -9.63018e-05, 0.00047446, -0.00195166, 0.00674823, -0.0196521, 0.0480531, 0.0976925, -0.161741, -0.20884, 0.188835, -0.0738558, -0.0859369, 0.165456, 0.0781247, -0.0925144, -0.14284, 0.00259313, -0.137145, -0.0804068, 0.0870515, -0.137081, 0.0149046, 0.123264, -0.122085, 0.00859042, -0.128742, -0.121608, 8.04678e-05, 0.120184, 0.132099, -0.0295082, 0.0969247, 0.141847, 0.0712961, 0.0553192, -0.137519, 0.113247, -0.0034765, 0.107963, -0.139161, -0.0692788, -0.0495671, -0.13251, -0.12253, -0.0283857, 0.0842869, -0.139554, -0.101985, 0.0019442, -0.10374, -0.138563, -0.0859686, 0.0194408, 0.111932, -0.136034, -0.0791617, -0.0232752, 0.11109, -0.135105, 0.0840342, -0.0118024, 0.0997761, -0.134469, -0.100599, -0.0181243, 0.0709224, -0.124886, 0.121892, 0.0673313, -0.0121745, 0.0832163, -0.12041, 0.115024, 0.0750568, 0.0187355, -0.0340824, -0.065272, 0.0773577, -0.107747, 0.114342, 0.0808729, 0.00390882, 0.0945908, 0.157498, -0.112024, 0.0573439, -0.204034, 0.0558011, 0.281948, -0.177513, 2.4575e-08, 0.0459138, 0.00495585, 0.000155988, 369.069,
7.4, 54.7965, 3.4442e-08, 2.65726e-10, 7.46953e-09, -1.36597e-07, 1.23827e-06, -9.21934e-06, -5.69138e-05, 0.000290793, -0.00124363, 0.00448689, -0.0136957, 0.0353142, 0.0763721, -0.136376, -0.194822, 0.207456, -0.131618, -0.0199894, 0.148965, 0.136114, -0.0182032, -0.145246, 0.0852763, -0.0857292, -0.137292, -0.00619539, -0.130839, 0.110069, 0.0335395, -0.139423, -0.103789, -0.0307256, -0.134945, -0.117891, 0.000242789, 0.116635, -0.136781, -0.048178, 0.0768023, 0.142087, -0.100819, -0.0138144, 0.117416, -0.136968, -0.0609129, -0.0562882, -0.134393, 0.122154, 0.0296019, -0.0814094, -0.139297, -0.108533, 0.0102103, -0.0935717, -0.139474, 0.101146, 0.00318618, -0.0957112, -0.138421, -0.101983, 0.00880927, -0.0881636, 0.136137, -0.1109, 0.0279427, 0.0681394, 0.128415, -0.124483, 0.0608551, -0.0299105, -0.10499, -0.131901, 0.101921, -0.0311903, 0.0491677, 0.107782, -0.125477, 0.100615, -0.0465613, 0.0160315, 0.0679175, 0.0970759, 0.0971941, -0.0873103, 0.0915537, -0.0610361, 0.00161366, 0.0808721, -0.141748, -0.134932, 0.0284958, -0.132809, 0.186658, 0.0296432, -0.269121, 0.212525, -4.1032e-08, -0.0631985, -0.00766237, -0.000270428, 373.367,
7.5, 56.2856, 2.44404e-08, -1.49332e-08, -3.18175e-09, -7.84677e-08, 6.85839e-07, -5.19898e-06, -3.31893e-05, 0.000175673, -0.000780248, 0.00293288, -0.00936475, 0.0253944, 0.0581891, -0.111343, -0.17377, 0.210613, -0.174525, 0.0489783, 0.10429, 0.163178, 0.0609341, -0.103646, 0.138886, -0.00179517, -0.136702, -0.0965964, -0.0589447, 0.145142, -0.0760326, -0.0676425, -0.144753, 0.0899762, -0.0416992, -0.136539, -0.119916, -0.00975531, -0.106345, -0.142049, -0.0743212, 0.0453705, -0.132173, 0.127808, -0.0377513, -0.0763191, -0.139747, 0.113232, 0.0156229, 0.0908103, 0.140677, 0.105105, 0.00718688, -0.0940961, 0.139847, 0.105056, 0.0111795, 0.0880565, 0.137876, 0.112368, 0.0269985, -0.0716889, 0.132043, 0.124204, -0.0540442, -0.0418665, 0.116116, -0.134048, -0.0893151, 0.00476298, 0.0802455, 0.128746, 0.122047, 0.0658937, 0.0144757, -0.0867149, -0.124897, -0.118471, 0.0738421, -0.009319, -0.0533286, -0.0968355, -0.113108, -0.103541, -0.0748502, 0.0500636, -0.027789, -0.0223069, -0.0833569, -0.131217, 0.133949, 0.0656439, 0.063618, 0.174736, -0.132045, -0.110891, 0.235342, -0.246066, 3.92877e-08, 0.0851323, 0.0116572, 0.000462874, 377.499,
7.6, 57.7946, 2.78069e-09, -3.80124e-08, 2.34308e-09, -5.23132e-08, 3.65533e-07, -2.88373e-06, -1.90912e-05, 0.000104629, -0.000482147, 0.00188549, -0.00628654, 0.0178851, 0.0432746, -0.088261, -0.149065, 0.20125, -0.200367, 0.111285, 0.0414572, 0.155628, 0.124836, -0.0322062, 0.14724, 0.0827927, -0.0809482, -0.144083, 0.0416366, 0.103168, -0.141757, 0.0463545, -0.0882996, 0.145604, 0.0838523, -0.0422128, -0.134407, -0.127015, 0.0295532, -0.0870113, -0.143269, -0.104149, -0.00193101, 0.10558, -0.142259, 0.0913544, -0.0141141, 0.110158, 0.140866, -0.0901232, 0.0113301, 0.105492, 0.140499, 0.0986085, -0.00408769, 0.0917088, 0.138591, -0.113472, -0.0308396, 0.0664132, 0.129771, 0.12919, -0.0666441, 0.0265826, -0.106259, 0.136402, -0.105099, 0.0282285, -0.0594341, 0.120555, -0.131145, -0.0893043, -0.0139735, 0.0645458, -0.117384, 0.127682, 0.095179, 0.0340329, 0.0341641, -0.0887395, 0.116419, 0.114058, 0.0875422, 0.048151, 0.00958598, 0.0150027, -0.0508343, 0.0943358, 0.125444, 0.123708, -0.0721958, 0.0273652, -0.135603, -0.169901, 0.0490974, 0.174766, -0.17969, 0.274189, -7.41259e-09, -0.112044, -0.0174363, -0.000781926, 381.454,
7.7, 59.3237, -1.2824e-08, -2.6892e-08, 1.73217e-08, -4.60016e-08, 1.84645e-07, -1.58191e-06, -1.08432e-05, 6.14667e-05, -0.000293507, 0.00119264, -0.00414544, 0.012347, 0.0314525, -0.0680754, -0.123508, 0.183, -0.209682, 0.160159, -0.0279601, 0.117446, 0.159434, 0.0480125, 0.109868, 0.138491, 0.00623377, -0.129762, 0.122591, 0.00800459, -0.1279, 0.13213, 0.0262288, 0.098153, 0.145723, 0.0863955, -0.032516, -0.127335, 0.136595, 0.0579092, -0.0559963, -0.134051, 0.130642, -0.050388, -0.05804, 0.132316, 0.131953, -0.0591404, 0.0448972, -0.123977, -0.137207, -0.0793212, 0.0184634, 0.106004, -0.140089, -0.10528, -0.0200095, -0.073909, -0.132162, -0.128669, -0.066593, 0.0246352, -0.103871, -0.136977, 0.111166, -0.0391305, -0.0478877, 0.114186, 0.134309, -0.102341, 0.032623, -0.0474187, -0.10864, -0.130884, 0.10912, -0.0534104, 0.0163523, 0.0782531, -0.115567, 0.121041, -0.0973934, -0.0546476, -0.00587377, 0.0367409, 0.0613216, -0.0715028, 0.1015, -0.117075, -0.105935, -0.0597648, -0.0197416, -0.110067, 0.16261, 0.116999, 0.0451364, -0.208589, 0.104589, -0.292083, -2.55803e-08, 0.143794, 0.0256173, 0.00130284, 385.223,
7.8, 60.8729, -2.31423e-08, -2.05466e-08, 1.98015e-08, -3.28181e-08, 8.51408e-08, -8.74018e-07, -6.09034e-06, 3.56277e-05, -0.000176042, 0.000742513, -0.00268649, 0.00836091, 0.0223652, -0.0511784, -0.0991573, 0.159504, -0.20495, 0.192182, -0.0933699, 0.0579676, 0.159076, 0.115887, 0.0400782, 0.148011, 0.091092, -0.0617859, 0.147656, -0.0911614, -0.0442206, 0.139509, 0.123913, -0.0172642, 0.0991823, 0.146179, 0.0970268, -0.012393, 0.112381, 0.143907, 0.0914668, -0.0120681, 0.107512, -0.143309, 0.102278, -0.00819931, 0.0890188, -0.140114, -0.120881, 0.0425773, -0.055476, -0.126108, -0.136843, -0.084165, -0.00635779, -0.0930828, -0.137626, 0.121542, 0.0532789, -0.0368258, -0.110484, -0.137781, 0.108943, 0.037115, 0.0482215, -0.113772, 0.135445, -0.106803, -0.0401633, -0.0393044, 0.103573, 0.131753, 0.116525, 0.0652115, 0.00418132, -0.0698939, -0.113574, -0.125296, 0.105188, -0.0617749, 0.00816305, -0.0423264, -0.0796498, -0.0985528, -0.0951787, 0.086069, -0.0947694, 0.076829, 0.0327673, -0.0323686, 0.10312, 0.149608, -0.133163, -0.0291848, -0.128295, 0.203313, -0.0165471, 0.294557, 5.14437e-08, -0.179526, -0.0369307, -0.00213988, 388.789,
7.9, 62.442, -1.03394e-08, 6.1668e-10, 7.42382e-09, -1.82208e-08, 3.46337e-08, -4.8066e-07, -3.38094e-06, 2.03929e-05, -0.000104081, 0.000455136, -0.00171181, 0.00555704, 0.0155736, -0.0375567, -0.0773308, 0.133938, -0.189704, 0.207, -0.146862, -0.0111131, 0.126338, 0.155784, -0.0409083, 0.1105, 0.143425, 0.0307676, 0.107722, -0.146171, 0.0629051, 0.0663029, 0.143963, -0.120998, -0.0195888, 0.0918051, 0.14558, 0.113573, -0.0180579, 0.0857358, 0.142047, 0.123399, -0.0420671, -0.0591676, 0.130099, -0.137598, -0.0800239, -0.0140297, -0.100601, 0.140974, 0.118487, 0.0445656, -0.0477133, -0.118793, 0.139515, 0.102605, 0.0244864, 0.0625454, 0.123952, 0.136559, 0.0968577, 0.0212512, 0.0612174, 0.120301, -0.135584, 0.103142, -0.035817, -0.0423688, -0.105156, 0.132929, -0.118533, -0.0684571, 0.000473925, 0.067257, -0.113392, 0.127936, 0.10963, 0.0659083, -0.00962026, -0.0451936, 0.0870796, 0.109542, 0.111645, 0.0969091, 0.0700354, -0.048808, 0.0329625, 0.0059551, 0.0575115, 0.108726, -0.140169, -0.128133, 0.0553941, -0.0677964, 0.177962, -0.156737, -0.0738013, -0.276856, -4.46329e-08, 0.217412, 0.05218, 0.00346258, 392.136,
8, 64.0312, -9.11585e-09, 1.88028e-08, -5.49947e-09, -1.21623e-08, -1.68705e-09, -2.51493e-07, -1.85823e-06, 1.15169e-05, -6.06743e-05, 0.000274765, -0.00107289, 0.00362724, 0.0106281, -0.0269354, -0.0587022, 0.108763, -0.16774, 0.206577, -0.183944, -0.0785295, 0.0698903, 0.160548, -0.111116, 0.0396329, 0.146825, 0.111571, 0.0220792, -0.132703, 0.137677, -0.0441486, 0.076106, -0.144768, -0.124405, -0.0328035, 0.0749304, 0.140321, -0.131715, -0.056964, 0.0444264, 0.122948, -0.142838, 0.0971374, -0.00854996, -0.0826209, -0.136973, 0.132564, 0.0729243, 0.0159395, 0.0973411, 0.139099, 0.125886, 0.0642272, 0.0211668, 0.0976625, 0.137219, -0.126395, -0.0704092, 0.00973706, 0.0854911, 0.131041, -0.131938, -0.0892579, 0.0182817, 0.0573801, -0.113879, 0.134619, 0.114821, -0.0620313, -0.00713909, -0.0726331, -0.116957, -0.129765, 0.109872, -0.0644878, -0.00629002, 0.0505117, -0.0938919, 0.116546, -0.116802, -0.0980021, -0.0668362, -0.0313281, -0.000364833, -0.0186186, 0.048525, -0.0853474, -0.116843, -0.130366, 0.112017, 0.0523662, 0.0433557, 0.142406, -0.178342, 0.0758304, 0.152688, 0.235794, 1.36512e-08, -0.254451, -0.0721614, -0.00551614, 395.238,
8.1, 65.6405, -1.82837e-09, 2.96697e-08, -1.07959e-08, -2.05911e-08, -1.75209e-08, -1.26014e-07, -1.00327e-06, 6.42982e-06, -3.48899e-05, 0.00016341, -0.000661671, 0.00232632, 0.00711343, -0.0188995, -0.0434455, 0.0856561, -0.142535, 0.194268, -0.203431, -0.13545, 0.00145147, 0.131689, -0.153836, -0.0425596, 0.102495, 0.151561, -0.0725763, -0.0592016, 0.143854, -0.13051, -0.0369987, -0.0751955, -0.142601, -0.132844, -0.0558682, 0.0467428, -0.125085, -0.144418, -0.0988303, -0.0109456, -0.0801806, 0.136533, -0.136396, 0.0817351, -0.00426048, 0.0874973, 0.136538, -0.134101, -0.0825269, -0.00178083, 0.0786476, 0.130606, -0.136927, -0.0966738, -0.0245612, -0.0547706, -0.115355, -0.138334, -0.117542, -0.0607016, -0.01378, -0.0830491, 0.126911, -0.13359, 0.102552, -0.0438477, 0.0254848, -0.0866382, 0.124226, 0.130014, 0.104353, 0.0552047, 0.00464623, -0.0612374, -0.102854, -0.12241, 0.11836, -0.0941742, 0.05676, 0.0144255, -0.0250275, -0.0554264, -0.0695436, 0.0742384, -0.100259, 0.114755, 0.111421, 0.0842987, -0.0299563, 0.0464325, -0.124986, -0.167732, 0.126461, 0.0229054, -0.205403, -0.171041, 1.49849e-08, 0.286405, 0.0975255, 0.00864526, 398.055,
8.2, 67.2697, 1.57995e-08, 1.96152e-08, -1.45918e-08, -3.34049e-08, -1.20616e-08, -6.18028e-08, -5.29134e-07, 3.55434e-06, -1.98012e-05, 9.57712e-05, -0.000401672, 0.00146664, 0.00467232, -0.0129856, -0.0313924, 0.0655727, -0.1169, 0.173946, -0.206774, -0.176473, -0.0672127, 0.0773944, -0.161004, -0.113283, 0.0265161, 0.138578, -0.138787, 0.0401173, 0.0807021, -0.147785, -0.128709, 0.0416358, -0.0638307, -0.135554, -0.14273, -0.0861563, -0.00626094, -0.0941639, -0.142176, -0.133138, 0.0729098, 0.0138292, -0.0941319, 0.139216, 0.134282, -0.0826474, -0.00341448, -0.0759462, -0.129173, -0.139676, -0.105278, -0.038077, -0.0401357, -0.105108, -0.137606, 0.128872, 0.0826157, 0.0132238, -0.0589677, -0.113755, 0.136668, 0.122565, -0.0764209, 0.0113325, 0.0554529, -0.107252, -0.132089, 0.125273, -0.0899039, -0.0354371, 0.0251283, 0.0785671, -0.114395, 0.126827, 0.115415, 0.0844191, -0.0412574, -0.0054644, 0.0478273, 0.0799895, 0.0988634, 0.103817, 0.0929852, -0.0815709, 0.0888861, -0.0750852, -0.0424343, 0.0069232, -0.067009, -0.124053, 0.155229, 0.132277, -0.0354611, -0.115882, 0.219565, 0.0863165, -1.09876e-08, -0.307969, -0.128576, -0.0133192, 400.453,
8.3, 68.919, 1.28482e-08, 1.29052e-08, -2.09107e-08, -2.60294e-08, -1.7313e-08, -3.11443e-08, -2.68575e-07, 1.94259e-06, -1.10773e-05, 5.53249e-05, -0.000240079, 0.000909331, 0.00301346, -0.00874382, -0.0221717, 0.0488857, -0.092839, 0.149319, -0.197117, -0.199694, -0.126549, 0.00942879, -0.133621, -0.155348, -0.0572133, 0.0794458, -0.152892, 0.122603, -0.0200124, -0.0892664, -0.148118, 0.132987, 0.0572911, -0.0411852, -0.119699, -0.148, 0.118076, 0.0443265, -0.0441353, -0.115192, 0.144971, -0.125065, 0.0639796, 0.016958, 0.0912914, -0.13601, -0.138332, 0.0988643, 0.0305723, -0.0457607, -0.107969, -0.138858, 0.130705, 0.086845, 0.0201247, 0.0510686, 0.107975, 0.136357, 0.129875, 0.0912187, -0.0308773, 0.0359153, -0.0931626, 0.127948, -0.13323, 0.10902, 0.0618381, -0.00273824, -0.0554775, -0.101143, -0.126051, -0.126774, 0.104825, -0.0657803, -0.0176946, 0.0307478, -0.0719311, 0.10053, -0.114091, -0.112986, -0.0998555, -0.0786388, -0.0527635, 0.0345015, -0.0200981, -0.0110207, -0.0514605, -0.0943226, 0.129529, 0.143046, -0.119089, -0.0467078, -0.0670928, 0.177814, -0.188895, 0.00991069, 4.76827e-09, 0.313281, 0.165001, 0.0201536, 402.226,
8.4, 70.5883, 1.92906e-08, 1.41991e-08, -1.34727e-08, -2.35566e-08, -1.64457e-08, -1.84574e-08, -1.38806e-07, 1.04662e-06, -6.11304e-06, 3.15097e-05, -0.000141314, 0.000554656, 0.00190936, -0.00577394, -0.0153218, 0.0355468, -0.071578, 0.123488, -0.17836, -0.206105, -0.170434, -0.0600449, -0.0797935, -0.160706, -0.125175, -0.00481755, -0.112147, 0.155691, -0.111746, 0.0135442, -0.0867939, 0.145171, 0.141357, 0.0819921, -0.00650457, -0.0902552, 0.140424, 0.142021, 0.0970585, 0.0220783, 0.0583357, -0.119626, 0.14442, -0.126911, -0.0735896, 0.000540399, -0.0715996, 0.123466, 0.14198, 0.123336, 0.0734042, 0.00566649, 0.0625801, 0.114679, 0.13859, -0.129487, -0.0904579, -0.0313314, 0.0339712, 0.0908069, -0.127094, -0.135777, 0.116008, -0.072897, 0.0160298, 0.0428241, 0.0922407, -0.123365, 0.131401, 0.116152, 0.0816118, 0.034799, 0.0158315, -0.0620461, -0.0972288, -0.117292, 0.121005, -0.109777, 0.0870286, 0.0573418, 0.0256059, -0.00357941, -0.0244642, 0.0361538, -0.0620074, 0.0901269, 0.11429, 0.128068, -0.123304, -0.0920474, 0.0300344, -0.0573372, 0.146666, -0.189139, 0.116502, -0.104652, -1.13183e-08, -0.296832, -0.205571, -0.0299203, 404.325,
8.5, 72.2777, 8.59262e-10, -1.08039e-08, -9.39253e-09, -1.78515e-08, -8.54296e-09, -1.60807e-08, -7.23678e-08, 5.34801e-07, -3.3394e-06, 1.76971e-05, -8.19427e-05, 0.000332957, 0.00118907, -0.00374149, -0.0103688, 0.0252429, -0.0536852, 0.0987477, -0.15438, -0.198647, -0.19639, -0.120929, -0.0115217, -0.130806, -0.160752, -0.0876383, -0.033065, 0.12868, -0.155221, 0.109863, 0.0203711, 0.0733882, 0.136382, 0.149203, 0.111479, 0.038894, 0.0438517, 0.111405, 0.144993, 0.136851, -0.0911723, 0.021849, 0.0519753, -0.111191, -0.141458, 0.136346, 0.0982959, -0.0374331, 0.0313019, 0.0918831, 0.130879, 0.140276, -0.118902, -0.0722694, -0.0110017, -0.051698, -0.102933, -0.132725, -0.13584, -0.112529, 0.0681377, 0.011739, 0.045828, -0.0941042, 0.1249, -0.133604, -0.11972, 0.0866101, -0.0405899, 0.010412, 0.0583205, 0.0962433, -0.119444, 0.125836, 0.115982, 0.0926676, -0.0601778, 0.023458, 0.0126924, 0.0442572, 0.0683705, 0.0831409, 0.0841205, -0.0814829, 0.101978, -0.110467, -0.106195, -0.0867997, 0.049554, -0.00554434, 0.0728733, 0.137734, -0.173526, 0.14344, -0.0164073, 0.181932, 2.27014e-08, 0.254748, 0.247831, 0.0435352, 407.074,
